filename,classification
2019_81_01_4_0033_00000493.jpg,3.0
2019_81_01_4_0033_00000494.jpg,3.0
2019_81_01_4_0033_00000495.jpg,2.0
2019_81_01_4_0033_00000496.jpg,1.0
2019_81_01_4_0033_00000497.jpg,1.0
2019_81_01_4_0033_00000498.jpg,2.0
2019_81_01_4_0033_00000499.jpg,3.0
2019_81_01_4_0034_00000371.jpg,3.0
2019_81_01_4_0034_00000372.jpg,3.0
2019_81_01_4_0034_00000373.jpg,2.0
2019_81_01_4_0034_00000374.jpg,2.0
2019_81_01_4_0034_00000375.jpg,2.0
2019_81_01_4_0034_00000376.jpg,3.0
2019_81_01_4_0035_00000215.jpg,3.0
2019_81_01_4_0035_00000216.jpg,3.0
2019_81_01_4_0035_00000217.jpg,3.0
2019_81_01_4_0035_00000218.jpg,3.0
2019_81_01_4_0035_00000219.jpg,3.0
2019_81_01_4_0035_00000220.jpg,3.0
2019_81_01_5_0036_00000082.jpg,3.0
2019_81_01_5_0036_00000083.jpg,3.0
2019_81_01_5_0036_00000084.jpg,3.0
2019_81_01_5_0036_00000085.jpg,3.0
2019_81_01_5_0036_00000086.jpg,3.0
2019_81_01_5_0036_00000087.jpg,3.0
2019_81_01_5_0037_00001433.jpg,3.0
2019_81_01_5_0037_00001434.jpg,2.0
2019_81_01_5_0037_00001435.jpg,1.0
2019_81_01_5_0037_00001436.jpg,1.0
2019_81_01_5_0037_00001437.jpg,2.0
2019_81_01_5_0037_00001438.jpg,3.0
2019_81_01_5_0038_00001286.jpg,3.0
2019_81_01_5_0038_00001287.jpg,2.0
2019_81_01_5_0038_00001288.jpg,1.0
2019_81_01_5_0038_00001289.jpg,1.0
2019_81_01_5_0038_00001290.jpg,2.0
2019_81_01_5_0038_00001291.jpg,3.0
2019_81_01_5_0039_00001137.jpg,3.0
2019_81_01_5_0039_00001138.jpg,3.0
2019_81_01_5_0039_00001139.jpg,2.0
2019_81_01_5_0039_00001140.jpg,2.0
2019_81_01_5_0039_00001141.jpg,2.0
2019_81_01_5_0039_00001142.jpg,3.0
2019_81_01_5_0039_00001143.jpg,3.0
2019_81_01_5_0040_00000977.jpg,3.0
2019_81_01_5_0040_00000978.jpg,3.0
2019_81_01_5_0040_00000979.jpg,3.0
2019_81_01_5_0040_00000980.jpg,3.0
2019_81_01_5_0040_00000981.jpg,3.0
2019_81_01_5_0040_00000982.jpg,3.0
2019_81_01_5_0040_00000983.jpg,3.0
2019_81_05_1_0013_00005300.jpg,1.0
2019_81_05_1_0013_00005301.jpg,1.0
2019_81_05_1_0013_00005302.jpg,1.0
2019_81_05_1_0013_00005303.jpg,1.0
2019_81_05_1_0013_00005304.jpg,1.0
2019_81_05_1_0014_00003462.jpg,1.0
2019_81_05_1_0014_00003463.jpg,1.0
2019_81_05_1_0014_00003464.jpg,1.0
2019_81_05_1_0014_00003465.jpg,1.0
2019_81_05_1_0014_00003466.jpg,1.0
2019_81_05_1_0014_00003467.jpg,1.0
2019_81_05_1_0015_00003446.jpg,1.0
2019_81_05_1_0015_00003447.jpg,1.0
2019_81_05_1_0015_00003448.jpg,1.0
2019_81_05_1_0015_00003449.jpg,1.0
2019_81_05_1_0015_00003450.jpg,1.0
2019_81_05_1_0015_00003451.jpg,2.0
2019_81_05_1_0016_00002437.jpg,1.0
2019_81_05_1_0016_00002438.jpg,1.0
2019_81_05_1_0016_00002439.jpg,1.0
2019_81_05_1_0016_00002440.jpg,1.0
2019_81_05_1_0016_00002441.jpg,1.0
2019_81_05_1_0017_00002422.jpg,1.0
2019_81_05_1_0017_00002423.jpg,1.0
2019_81_05_1_0017_00002424.jpg,2.0
2019_81_05_1_0017_00002425.jpg,1.0
2019_81_05_1_0017_00002426.jpg,1.0
2019_81_05_2_0013_00005294.jpg,1.0
2019_81_05_2_0013_00005295.jpg,1.0
2019_81_05_2_0013_00005296.jpg,1.0
2019_81_05_2_0013_00005297.jpg,1.0
2019_81_05_2_0013_00005298.jpg,2.0
2019_81_05_2_0013_00005299.jpg,2.0
2019_81_05_2_0014_00003467.jpg,1.0
2019_81_05_2_0014_00003468.jpg,1.0
2019_81_05_2_0014_00003469.jpg,1.0
2019_81_05_2_0014_00003470.jpg,1.0
2019_81_05_2_0014_00003471.jpg,1.0
2019_81_05_2_0014_00003472.jpg,1.0
2019_81_05_2_0015_00003441.jpg,1.0
2019_81_05_2_0015_00003442.jpg,1.0
2019_81_05_2_0015_00003443.jpg,1.0
2019_81_05_2_0015_00003444.jpg,1.0
2019_81_05_2_0015_00003445.jpg,1.0
2019_81_05_2_0015_00003446.jpg,1.0
2019_81_05_2_0016_00002442.jpg,1.0
2019_81_05_2_0016_00002443.jpg,1.0
2019_81_05_2_0016_00002444.jpg,1.0
2019_81_05_2_0016_00002445.jpg,1.0
2019_81_05_2_0016_00002446.jpg,1.0
2019_81_05_2_0016_00002447.jpg,1.0
2019_81_05_2_0017_00002417.jpg,1.0
2019_81_05_2_0017_00002418.jpg,1.0
2019_81_05_2_0017_00002419.jpg,1.0
2019_81_05_2_0017_00002420.jpg,2.0
2019_81_05_2_0017_00002421.jpg,1.0
2019_81_05_3_0013_00005305.jpg,1.0
2019_81_05_3_0013_00005306.jpg,1.0
2019_81_05_3_0013_00005307.jpg,1.0
2019_81_05_3_0013_00005308.jpg,1.0
2019_81_05_3_0013_00005309.jpg,2.0
2019_81_05_3_0014_00003457.jpg,2.0
2019_81_05_3_0014_00003458.jpg,1.0
2019_81_05_3_0014_00003459.jpg,1.0
2019_81_05_3_0014_00003460.jpg,1.0
2019_81_05_3_0014_00003461.jpg,1.0
2019_81_05_3_0014_00003462.jpg,1.0
2019_81_05_3_0015_00003451.jpg,1.0
2019_81_05_3_0015_00003452.jpg,1.0
2019_81_05_3_0015_00003453.jpg,1.0
2019_81_05_3_0015_00003454.jpg,1.0
2019_81_05_3_0015_00003455.jpg,2.0
2019_81_05_3_0015_00003456.jpg,2.0
2019_81_05_3_0016_00002432.jpg,1.0
2019_81_05_3_0016_00002433.jpg,1.0
2019_81_05_3_0016_00002434.jpg,1.0
2019_81_05_3_0016_00002435.jpg,1.0
2019_81_05_3_0016_00002436.jpg,1.0
2019_81_05_3_0016_00002437.jpg,1.0
2019_81_05_3_0017_00002426.jpg,1.0
2019_81_05_3_0017_00002427.jpg,1.0
2019_81_05_3_0017_00002428.jpg,2.0
2019_81_05_3_0017_00002429.jpg,2.0
2019_81_05_3_0017_00002430.jpg,1.0
2019_81_05_3_0017_00002431.jpg,1.0
2019_81_05_4_0011_00004951.jpg,1.0
2019_81_05_4_0011_00004952.jpg,1.0
2019_81_05_4_0011_00004953.jpg,1.0
2019_81_05_4_0011_00004954.jpg,1.0
2019_81_05_4_0011_00004955.jpg,1.0
2019_81_05_4_0011_00004956.jpg,2.0
2019_81_05_4_0012_00004973.jpg,2.0
2019_81_05_4_0012_00004974.jpg,1.0
2019_81_05_4_0012_00004975.jpg,1.0
2019_81_05_4_0012_00004976.jpg,1.0
2019_81_05_4_0012_00004977.jpg,1.0
2019_81_05_4_0013_00005300.jpg,1.0
2019_81_05_4_0013_00005301.jpg,1.0
2019_81_05_4_0013_00005302.jpg,1.0
2019_81_05_4_0013_00005303.jpg,1.0
2019_81_05_4_0013_00005304.jpg,2.0
2019_81_05_4_0014_00003462.jpg,1.0
2019_81_05_4_0014_00003463.jpg,2.0
2019_81_05_4_0014_00003464.jpg,1.0
2019_81_05_4_0014_00003465.jpg,1.0
2019_81_05_4_0014_00003466.jpg,1.0
2019_81_05_4_0014_00003467.jpg,1.0
2019_81_05_4_0015_00003447.jpg,1.0
2019_81_05_4_0015_00003448.jpg,1.0
2019_81_05_4_0015_00003449.jpg,3.0
2019_81_05_4_0015_00003450.jpg,2.0
2019_81_05_4_0015_00003451.jpg,1.0
2019_81_05_5_0016_00002437.jpg,2.0
2019_81_05_5_0016_00002438.jpg,1.0
2019_81_05_5_0016_00002439.jpg,1.0
2019_81_05_5_0016_00002440.jpg,1.0
2019_81_05_5_0016_00002441.jpg,1.0
2019_81_05_5_0017_00002422.jpg,1.0
2019_81_05_5_0017_00002423.jpg,1.0
2019_81_05_5_0017_00002424.jpg,1.0
2019_81_05_5_0017_00002425.jpg,1.0
2019_81_05_5_0017_00002426.jpg,2.0
2019_81_05_5_0018_00002107.jpg,2.0
2019_81_05_5_0018_00002108.jpg,2.0
2019_81_05_5_0018_00002109.jpg,1.0
2019_81_05_5_0018_00002110.jpg,1.0
2019_81_05_5_0018_00002111.jpg,1.0
2019_81_05_5_0019_00002092.jpg,1.0
2019_81_05_5_0019_00002093.jpg,1.0
2019_81_05_5_0019_00002094.jpg,2.0
2019_81_05_5_0019_00002095.jpg,2.0
2019_81_05_5_0019_00002096.jpg,1.0
2019_81_06_1_0022_00105730.jpg,2.0
2019_81_06_1_0022_00105734.jpg,1.0
2019_81_06_1_0022_00105738.jpg,1.0
2019_81_06_1_0022_00105742.jpg,1.0
2019_81_06_1_0022_00105746.jpg,1.0
2019_81_06_1_0022_00105750.jpg,1.0
2019_81_06_1_0023_00104845.jpg,1.0
2019_81_06_1_0023_00104849.jpg,1.0
2019_81_06_1_0023_00104853.jpg,1.0
2019_81_06_1_0023_00104857.jpg,1.0
2019_81_06_1_0023_00104901.jpg,2.0
2019_81_06_1_0023_00104905.jpg,2.0
2019_81_06_1_0024_00102915.jpg,3.0
2019_81_06_1_0024_00102919.jpg,3.0
2019_81_06_1_0024_00102924.jpg,2.0
2019_81_06_1_0024_00102928.jpg,1.0
2019_81_06_1_0024_00102932.jpg,1.0
2019_81_06_1_0025_00102116.jpg,2.0
2019_81_06_1_0025_00102120.jpg,3.0
2019_81_06_1_0025_00102124.jpg,3.0
2019_81_06_1_0025_00102128.jpg,3.0
2019_81_06_1_0025_00102132.jpg,3.0
2019_81_06_1_0025_00102136.jpg,3.0
2019_81_06_1_0026_00100220.jpg,3.0
2019_81_06_1_0026_00100224.jpg,3.0
2019_81_06_1_0026_00100229.jpg,3.0
2019_81_06_1_0026_00100233.jpg,3.0
2019_81_06_1_0026_00100238.jpg,3.0
2019_81_06_2_0022_00105717.jpg,2.0
2019_81_06_2_0022_00105721.jpg,1.0
2019_81_06_2_0022_00105725.jpg,1.0
2019_81_06_2_0022_00105730.jpg,1.0
2019_81_06_2_0022_00105734.jpg,1.0
2019_81_06_2_0022_00105738.jpg,1.0
2019_81_06_2_0023_00104857.jpg,1.0
2019_81_06_2_0023_00104901.jpg,1.0
2019_81_06_2_0023_00104905.jpg,1.0
2019_81_06_2_0023_00104909.jpg,1.0
2019_81_06_2_0023_00104912.jpg,2.0
2019_81_06_2_0023_00104916.jpg,2.0
2019_81_06_2_0024_00102903.jpg,3.0
2019_81_06_2_0024_00102907.jpg,3.0
2019_81_06_2_0024_00102911.jpg,2.0
2019_81_06_2_0024_00102915.jpg,1.0
2019_81_06_2_0024_00102919.jpg,1.0
2019_81_06_2_0024_00102924.jpg,1.0
2019_81_06_2_0025_00102128.jpg,2.0
2019_81_06_2_0025_00102132.jpg,2.0
2019_81_06_2_0025_00102136.jpg,3.0
2019_81_06_2_0025_00102140.jpg,3.0
2019_81_06_2_0025_00102144.jpg,3.0
2019_81_06_2_0026_00100207.jpg,3.0
2019_81_06_2_0026_00100211.jpg,3.0
2019_81_06_2_0026_00100215.jpg,3.0
2019_81_06_2_0026_00100220.jpg,3.0
2019_81_06_2_0026_00100224.jpg,3.0
2019_81_06_2_0026_00100229.jpg,3.0
2019_81_06_3_0022_00105742.jpg,1.0
2019_81_06_3_0022_00105746.jpg,1.0
2019_81_06_3_0022_00105750.jpg,1.0
2019_81_06_3_0022_00105754.jpg,1.0
2019_81_06_3_0022_00105758.jpg,1.0
2019_81_06_3_0022_00105803.jpg,1.0
2019_81_06_3_0023_00104837.jpg,1.0
2019_81_06_3_0023_00104841.jpg,1.0
2019_81_06_3_0023_00104845.jpg,1.0
2019_81_06_3_0023_00104849.jpg,1.0
2019_81_06_3_0023_00104853.jpg,2.0
2019_81_06_3_0023_00104857.jpg,2.0
2019_81_06_3_0024_00102924.jpg,3.0
2019_81_06_3_0024_00102928.jpg,3.0
2019_81_06_3_0024_00102932.jpg,2.0
2019_81_06_3_0024_00102936.jpg,2.0
2019_81_06_3_0024_00102940.jpg,1.0
2019_81_06_3_0024_00102944.jpg,1.0
2019_81_06_3_0025_00102105.jpg,2.0
2019_81_06_3_0025_00102109.jpg,2.0
2019_81_06_3_0025_00102112.jpg,2.0
2019_81_06_3_0025_00102116.jpg,3.0
2019_81_06_3_0025_00102120.jpg,3.0
2019_81_06_3_0025_00102124.jpg,3.0
2019_81_06_3_0026_00100229.jpg,3.0
2019_81_06_3_0026_00100233.jpg,3.0
2019_81_06_3_0026_00100238.jpg,3.0
2019_81_06_3_0026_00100242.jpg,3.0
2019_81_06_3_0026_00100246.jpg,3.0
2019_81_06_3_0026_00100251.jpg,3.0
2019_81_06_4_0021_00111735.jpg,1.0
2019_81_06_4_0021_00111738.jpg,1.0
2019_81_06_4_0021_00111742.jpg,1.0
2019_81_06_4_0021_00111746.jpg,1.0
2019_81_06_4_0021_00111750.jpg,1.0
2019_81_06_4_0021_00111754.jpg,2.0
2019_81_06_4_0022_00105730.jpg,2.0
2019_81_06_4_0022_00105734.jpg,2.0
2019_81_06_4_0022_00105738.jpg,1.0
2019_81_06_4_0022_00105742.jpg,1.0
2019_81_06_4_0022_00105746.jpg,1.0
2019_81_06_4_0022_00105750.jpg,1.0
2019_81_06_4_0023_00104845.jpg,1.0
2019_81_06_4_0023_00104849.jpg,1.0
2019_81_06_4_0023_00104853.jpg,1.0
2019_81_06_4_0023_00104857.jpg,2.0
2019_81_06_4_0023_00104901.jpg,3.0
2019_81_06_4_0023_00104905.jpg,3.0
2019_81_06_4_0023_00104909.jpg,2.0
2019_81_06_4_0024_00102911.jpg,3.0
2019_81_06_4_0024_00102915.jpg,3.0
2019_81_06_4_0024_00102919.jpg,3.0
2019_81_06_4_0024_00102924.jpg,3.0
2019_81_06_4_0024_00102928.jpg,3.0
2019_81_06_4_0024_00102932.jpg,3.0
2019_81_06_4_0024_00102936.jpg,3.0
2019_81_06_4_0025_00102116.jpg,3.0
2019_81_06_4_0025_00102120.jpg,3.0
2019_81_06_4_0025_00102124.jpg,3.0
2019_81_06_4_0025_00102128.jpg,3.0
2019_81_06_4_0025_00102132.jpg,3.0
2019_81_06_4_0025_00102136.jpg,3.0
2019_81_06_5_0024_00102911.jpg,2.0
2019_81_06_5_0024_00102915.jpg,2.0
2019_81_06_5_0024_00102919.jpg,1.0
2019_81_06_5_0024_00102924.jpg,1.0
2019_81_06_5_0024_00102928.jpg,1.0
2019_81_06_5_0024_00102932.jpg,1.0
2019_81_06_5_0024_00102936.jpg,1.0
2019_81_06_5_0025_00102116.jpg,1.0
2019_81_06_5_0025_00102120.jpg,1.0
2019_81_06_5_0025_00102124.jpg,1.0
2019_81_06_5_0025_00102128.jpg,2.0
2019_81_06_5_0025_00102132.jpg,3.0
2019_81_06_5_0025_00102136.jpg,2.0
2019_81_06_5_0026_00100215.jpg,3.0
2019_81_06_5_0026_00100220.jpg,3.0
2019_81_06_5_0026_00100224.jpg,3.0
2019_81_06_5_0026_00100229.jpg,3.0
2019_81_06_5_0026_00100233.jpg,2.0
2019_81_06_5_0026_00100238.jpg,2.0
2019_81_06_5_0026_00100242.jpg,2.0
2019_81_06_5_0027_00095509.jpg,3.0
2019_81_06_5_0027_00095513.jpg,3.0
2019_81_06_5_0027_00095517.jpg,3.0
2019_81_06_5_0027_00095521.jpg,3.0
2019_81_06_5_0027_00095525.jpg,3.0
2019_81_06_5_0027_00095529.jpg,3.0
2019_81_06_5_0027_00095533.jpg,3.0
2019_81_08_1_0054_00000712.jpg,1.0
2019_81_08_1_0054_00000713.jpg,1.0
2019_81_08_1_0054_00000714.jpg,1.0
2019_81_08_1_0054_00000715.jpg,1.0
2019_81_08_1_0055_00001088.jpg,1.0
2019_81_08_1_0055_00001089.jpg,1.0
2019_81_08_1_0055_00001090.jpg,1.0
2019_81_08_1_0055_00001091.jpg,1.0
2019_81_08_1_0055_00001092.jpg,1.0
2019_81_08_1_0056_00001093.jpg,1.0
2019_81_08_1_0056_00001094.jpg,1.0
2019_81_08_1_0056_00001095.jpg,1.0
2019_81_08_1_0056_00001096.jpg,1.0
2019_81_08_1_0056_00001097.jpg,1.0
2019_81_08_1_0056_00001098.jpg,2.0
2019_81_08_1_0057_00001480.jpg,1.0
2019_81_08_1_0057_00001481.jpg,2.0
2019_81_08_1_0057_00001482.jpg,1.0
2019_81_08_1_0057_00001483.jpg,1.0
2019_81_08_1_0057_00001484.jpg,1.0
2019_81_08_1_0057_00001485.jpg,1.0
2019_81_08_1_0058_00001489.jpg,1.0
2019_81_08_1_0058_00001490.jpg,1.0
2019_81_08_1_0058_00001491.jpg,2.0
2019_81_08_1_0058_00001492.jpg,2.0
2019_81_08_1_0058_00001493.jpg,1.0
2019_81_08_1_0058_00001494.jpg,1.0
2019_81_08_1_0062_00000559.jpg,1.0
2019_81_08_1_0062_00000560.jpg,1.0
2019_81_08_1_0062_00000561.jpg,1.0
2019_81_08_1_0062_00000562.jpg,1.0
2019_81_08_1_0062_00000563.jpg,1.0
2019_81_08_1_0062_00000564.jpg,1.0
2019_81_08_1_0063_00000665.jpg,1.0
2019_81_08_1_0063_00000666.jpg,1.0
2019_81_08_1_0063_00000667.jpg,1.0
2019_81_08_1_0063_00000668.jpg,1.0
2019_81_08_1_0063_00000669.jpg,1.0
2019_81_08_1_0064_00000952.jpg,1.0
2019_81_08_1_0064_00000953.jpg,1.0
2019_81_08_1_0064_00000954.jpg,1.0
2019_81_08_1_0064_00000955.jpg,1.0
2019_81_08_1_0064_00000956.jpg,1.0
2019_81_08_1_0065_00001053.jpg,2.0
2019_81_08_1_0065_00001054.jpg,2.0
2019_81_08_1_0065_00001055.jpg,2.0
2019_81_08_1_0065_00001056.jpg,2.0
2019_81_08_1_0065_00001057.jpg,1.0
2019_81_08_1_0066_00001331.jpg,1.0
2019_81_08_1_0066_00001332.jpg,1.0
2019_81_08_1_0066_00001333.jpg,1.0
2019_81_08_1_0066_00001334.jpg,2.0
2019_81_08_1_0066_00001335.jpg,3.0
2019_81_08_1_0066_00001336.jpg,3.0
2019_81_08_2_0055_00001092.jpg,2.0
2019_81_08_2_0056_00001093.jpg,1.0
2019_81_08_2_0056_00001094.jpg,1.0
2019_81_08_2_0057_00001484.jpg,1.0
2019_81_08_2_0057_00001485.jpg,1.0
2019_81_08_2_0057_00001486.jpg,1.0
2019_81_08_2_0058_00001487.jpg,2.0
2019_81_08_2_0058_00001488.jpg,2.0
2019_81_08_2_0058_00001489.jpg,1.0
2019_81_08_2_0062_00000554.jpg,1.0
2019_81_08_2_0062_00000555.jpg,1.0
2019_81_08_2_0062_00000556.jpg,1.0
2019_81_08_2_0062_00000557.jpg,1.0
2019_81_08_2_0062_00000558.jpg,1.0
2019_81_08_2_0062_00000559.jpg,1.0
2019_81_08_2_0062_00000560.jpg,2.0
2019_81_08_2_0063_00000669.jpg,1.0
2019_81_08_2_0063_00000670.jpg,1.0
2019_81_08_2_0063_00000671.jpg,1.0
2019_81_08_2_0063_00000672.jpg,1.0
2019_81_08_2_0063_00000673.jpg,1.0
2019_81_08_2_0063_00000674.jpg,1.0
2019_81_08_2_0063_00000675.jpg,1.0
2019_81_08_2_0064_00000946.jpg,1.0
2019_81_08_2_0064_00000947.jpg,1.0
2019_81_08_2_0064_00000948.jpg,1.0
2019_81_08_2_0064_00000949.jpg,1.0
2019_81_08_2_0064_00000950.jpg,1.0
2019_81_08_2_0064_00000951.jpg,1.0
2019_81_08_2_0064_00000952.jpg,1.0
2019_81_08_2_0065_00001057.jpg,2.0
2019_81_08_2_0065_00001058.jpg,2.0
2019_81_08_2_0065_00001059.jpg,2.0
2019_81_08_2_0065_00001060.jpg,2.0
2019_81_08_2_0065_00001061.jpg,1.0
2019_81_08_2_0065_00001062.jpg,1.0
2019_81_08_2_0065_00001063.jpg,1.0
2019_81_08_2_0066_00001326.jpg,1.0
2019_81_08_2_0066_00001327.jpg,1.0
2019_81_08_2_0066_00001328.jpg,1.0
2019_81_08_2_0066_00001329.jpg,2.0
2019_81_08_2_0066_00001330.jpg,3.0
2019_81_08_2_0066_00001331.jpg,3.0
2019_81_08_2_0066_00001332.jpg,3.0
2019_81_08_3_0054_00000715.jpg,1.0
2019_81_08_3_0054_00000716.jpg,1.0
2019_81_08_3_0054_00000717.jpg,1.0
2019_81_08_3_0054_00000718.jpg,1.0
2019_81_08_3_0054_00000719.jpg,1.0
2019_81_08_3_0054_00000720.jpg,2.0
2019_81_08_3_0054_00000721.jpg,2.0
2019_81_08_3_0054_00000722.jpg,2.0
2019_81_08_3_0055_00001082.jpg,2.0
2019_81_08_3_0055_00001083.jpg,2.0
2019_81_08_3_0055_00001084.jpg,1.0
2019_81_08_3_0055_00001085.jpg,1.0
2019_81_08_3_0055_00001086.jpg,1.0
2019_81_08_3_0055_00001087.jpg,1.0
2019_81_08_3_0055_00001088.jpg,1.0
2019_81_08_3_0056_00001098.jpg,1.0
2019_81_08_3_0056_00001099.jpg,1.0
2019_81_08_3_0056_00001100.jpg,1.0
2019_81_08_3_0056_00001101.jpg,1.0
2019_81_08_3_0056_00001102.jpg,2.0
2019_81_08_3_0056_00001103.jpg,2.0
2019_81_08_3_0057_00001474.jpg,1.0
2019_81_08_3_0057_00001475.jpg,1.0
2019_81_08_3_0057_00001476.jpg,2.0
2019_81_08_3_0057_00001477.jpg,1.0
2019_81_08_3_0057_00001478.jpg,1.0
2019_81_08_3_0057_00001479.jpg,1.0
2019_81_08_3_0057_00001480.jpg,1.0
2019_81_08_3_0058_00001494.jpg,1.0
2019_81_08_3_0058_00001495.jpg,1.0
2019_81_08_3_0058_00001496.jpg,2.0
2019_81_08_3_0058_00001497.jpg,2.0
2019_81_08_3_0058_00001498.jpg,1.0
2019_81_08_3_0058_00001499.jpg,1.0
2019_81_08_3_0058_00001500.jpg,1.0
2019_81_08_3_0062_00000564.jpg,1.0
2019_81_08_3_0062_00000565.jpg,1.0
2019_81_08_3_0062_00000566.jpg,1.0
2019_81_08_3_0062_00000567.jpg,1.0
2019_81_08_3_0062_00000568.jpg,1.0
2019_81_08_3_0062_00000569.jpg,2.0
2019_81_08_3_0062_00000570.jpg,3.0
2019_81_08_3_0063_00000659.jpg,1.0
2019_81_08_3_0063_00000660.jpg,1.0
2019_81_08_3_0063_00000661.jpg,1.0
2019_81_08_3_0063_00000662.jpg,1.0
2019_81_08_3_0063_00000663.jpg,1.0
